ticker,mae,rmse,r2,dpa,long_ret_mean,short_ret_mean,status
NXPI,0.018189173999107407,0.025573791717348613,-0.0019426770522463777,51.57342657342657,0.06030147974502643,-0.6484083508023764,success
O,0.009287118074592142,0.0121447165666149,-0.004262639304494664,51.18434603501545,0.020864075119888376,0.0,success
ODFL,0.020209110393569006,0.027074378709098377,-0.3205569896965441,52.31719876416066,0.08499276883715459,-0.7643899780011099,success
OKE,0.012913397286181393,0.017771478848792325,-0.0005002031657368455,55.09783728115345,0.05434333585157328,0.8758704013879265,success
OKTA,0.020471880182630957,0.030433353115826955,-0.08928541157623315,47.5,-0.03589533880969616,0.07849000333054232,success
ON,0.02430175973509698,0.03298612910204133,-0.0015910090373953967,48.488008342022944,0.031967038159144465,0.8906716694661764,success
ORCL,0.02027557380442551,0.03064398916555355,-0.32110374031174915,47.47682801235839,0.23319932700386103,0.08858872585744956,success
ORLY,0.010291127634979472,0.01431170599886781,-0.026204107082983485,55.61277033985582,0.0709704210198522,0.6617883140237799,success
OTIS,0.009257588230193469,0.013891647125258392,-0.0007785276279215214,53.110047846889955,0.005386159445751333,0.0,success
OXY,0.015466555057839369,0.0215606228891667,0.008339546396498365,51.493305870236874,0.07377365309258628,-0.171734701177902,success
PANW,0.016422671522944084,0.021809034033193207,-0.03446775194819862,48.19277108433735,0.24286420076391696,-0.0033844039084049734,success
PAYX,0.010906108270130969,0.015166378729639371,-0.031514883225043144,50.9783728115345,-0.006847920404715986,-0.22926378899305339,success
PCAR,0.012532330604700662,0.01707792379747923,-0.08698586063217517,47.47682801235839,0.11855610003115911,0.1107432448252703,success
PD,0.024094877027052503,0.036165687696306216,-0.05130837062559457,47.950819672131146,-0.050895241940050795,-1.277150111925918,success
PEG,0.010037828485315621,0.013450462749649183,-0.015635144440202975,48.506694129763126,-0.07597456119491791,0.12577161086105892,success
PEP,0.008794745780639684,0.012053584056021657,-0.015177786944605698,50.360453141091654,0.01659024420670444,0.0,success
PFE,0.011718600375289302,0.01565177286614899,-0.033339391245127414,47.579814624098866,-0.03475820522612413,0.0,success
PG,0.008306442867812253,0.011228178616201465,-0.007270380050850012,47.78578784757981,0.005306313820504862,0.05535481938786197,success
PGNY,0.021587950353528007,0.0340744766021965,-0.003188792314895661,48.660714285714285,0.1795814914146868,-0.15395941357113718,success
PGR,0.01158596881505409,0.01647819762629875,-0.04578046098622579,51.8022657054583,0.11795911135297102,0.06140041848317315,success
PHM,0.01588460605363091,0.02179693290820259,-0.0001850219868209102,51.69927909371782,0.14597110470481342,0.0,success
PKG,0.011154004534268944,0.016079585974168753,-0.00460460882151259,51.39318885448917,0.062006640702219964,-0.06465280176602972,success
PLD,0.01759129806564134,0.022104425896543985,-0.5182983590249646,48.6096807415036,0.0,0.014469040654053902,success
PLRX,0.032631504871880844,0.042226223234757755,-0.06766612719167342,48.258706467661696,0.09392014174136246,-1.782551903463445,success
PLTR,0.025293416176861476,0.032874797413736036,-0.07889594548391599,46.808510638297875,-1.331022437869469,0.1414180169318114,success
PM,0.009864294532757254,0.014265185532546736,-0.04075508090543045,48.18731117824773,0.0937581160382746,0.1380053476610748,success
PNC,0.012747265385523317,0.017397591288349393,-1.2162398754789194e-07,52.00823892893924,0.0512185087437957,0.0,success
PODD,0.016978371824809615,0.0249117494805703,-0.001951968429118267,51.008645533141205,0.0033671948039812605,0.0,success
PPL,0.009221211092225276,0.01214832294467308,-0.022000424813030772,53.14109165808445,0.04947232121083206,0.0,success
PRPH,0.04382475015142508,0.0698000949048344,-0.04361121961063419,46.34397528321318,-0.3953755353860034,-0.46436885377433934,success
PRTA,0.028091936909620936,0.04219872485903022,-0.017074942495794776,51.45228215767634,-0.005692095237409114,-0.4377160025526128,success
PRU,0.011539380573983802,0.015979521042025283,-9.599501485491047e-05,53.34075723830735,0.033833444508787835,0.0,success
PRVA,0.015644569459107124,0.021445717438425445,-0.011188685679804466,50.898203592814376,0.043712105004251926,0.07015793218945299,success
PSA,0.011559168684001307,0.015413097468906723,-0.0026585872255906473,51.493305870236874,0.01491722823259746,-0.0835587830921654,success
PSX,0.013934484821372916,0.020067972892934258,-0.005756803476714367,53.54330708661418,0.18815907497425954,-0.20509004198964584,success
PTCT,0.022475489690026027,0.034593011588619535,-0.02146759241092422,49.24406047516199,0.2446428867747397,0.39171563252773706,success
PVH,0.020083240623971373,0.029225012577371128,-0.007733250693941818,50.360453141091654,-0.0475753197891649,0.08756453085679129,success
PYPL,0.016577624396747422,0.024872446882500288,-0.006402615860992444,50.90439276485789,-0.059397481531273964,0.0,success
QCOM,0.017945006720433768,0.024900672207807034,-0.08518455781962664,49.0216271884655,-0.08912992963584714,0.07771377615387268,success
QDEL,0.023434698602542145,0.03570959352746503,-0.01697536731928251,50.669412976313076,-0.17632718978540363,-0.0467302960367946,success
QRVO,0.018211963297888985,0.031234405263612593,0.0017122049219496782,49.629629629629626,-0.0240961483788032,-0.1007255632968142,success
QTWO,0.01906841597868077,0.027111844043888163,-0.038754410637516834,51.95402298850574,0.09420506325357612,-0.2092510799791822,success
QURE,0.04632697227807019,0.07202142450977725,-0.23882290273282414,47.380410022779046,-0.4273330878204356,0.033061389611401266,success
RARE,0.023249250829105526,0.03832716630021607,-0.04806164435845783,48.63636363636364,-0.10023560721487709,0.11111897906593471,success
RCUS,0.031171349695431127,0.041930541608701015,-0.017112205157386873,51.76056338028169,0.7960325458726402,-0.10854850525968295,success
REG,0.010589308668406764,0.01410078904940745,-0.0031336103792187764,50.25746652935118,0.04585203180894266,-0.031219187428548713,success
REGN,0.013140024628957152,0.019877013379409468,-0.0009281994381127312,49.43357363542739,0.17731567302655826,-0.006516732147874905,success
RF,0.0140494863508689,0.01961386299118562,-0.0003171341637164815,52.21421215242018,0.06956723877862649,-2.546798504336123,success
RGEN,0.02334990452049671,0.032208615393229084,-0.00027912910989580375,49.22760041194645,0.027635849685564207,0.0,success
RGNX,0.03891153364988648,0.05180839341602538,-0.015610957619401233,48.54881266490765,0.0852102084566683,0.0005111767318538124,success
RH,0.03114681483853096,0.04635343944378438,-0.0028697130385713088,53.90946502057613,0.35597563176399366,-0.4282344775854425,success
RIVN,0.030164552906230293,0.04729373567514731,-0.06882727751570306,52.054794520547944,0.09008731819982217,0.46446094521786724,success
RL,0.01612828509448684,0.022571500276904514,-0.012738830797956124,51.493305870236874,0.14911632042919049,0.1820391124769111,success
RLAY,0.03232569612143986,0.044509316853766155,-0.03549393352518049,46.93877551020408,0.0,0.7098046490603656,success
RLI,0.01083328645260324,0.01466366437371206,-0.015139467762871117,52.62615859938208,0.041020797412164516,0.0,success
RMD,0.013759591667026326,0.020663646781200768,-0.04660717692377836,52.00823892893924,0.03800063008700101,-0.6172061990058781,success
RNG,0.02235925545380709,0.035353236394598524,-0.034649514400984405,47.90286975717439,-0.08987915174858296,1.0110361481152021,success
RNR,0.013239502468423623,0.018156674053270833,-0.0014546241405144489,52.9351184346035,0.09019918735295497,0.0,success
ROK,0.014287408251513645,0.02085990201702981,-0.0036172782456758146,48.71266735324408,0.07962544163061461,0.07528563713325513,success
ROKU,0.025858760225187766,0.03570406648529966,-0.07632179552298712,44.03973509933775,-0.35976787874265614,0.31274031190650525,success
ROST,0.011775732997546546,0.01818257856161437,0.0003783170529563229,51.3903192584964,0.09072403213778057,0.0,success
RPTX,0.020850693432515253,0.03706276356157889,-0.026680114399658006,55.10204081632652,0.618091525516469,0.2999607077938422,success
RS,0.012647312982128142,0.017834112642594054,-0.006486397147760226,52.111225540679705,0.07431271117656794,0.0,success
